character	line
KIRK	First there was McCoy's Alice in Wonderland where there was supposedly no animal life. And Sulu's gun where there's no refined metal detected. Rodriguez' birds. And then my, well, the two people I saw.
SPOCK	Any chance these could be hallucinations?
KIRK	One hallucination flattened me with a clout on the jaw.
KIRK	The other.
SPOCK	That sounds like a painful reality.
KIRK	Yes.
SPOCK	There must be some logical explanation.
SPOCK	Your signal is very weak. Can you turn up your gain?
KIRK	I'm already on maximum.
SPOCK	Captain, shall I beam down an armed party?
KIRK	Negative. Our people here are armed with phasers. Besides, there's yet to be any real danger. Captain out.
KIRK	McCoy. McCoy, do you read me? Kirk to McCoy. Come in.
SULU	Captain, take cover! There's a Samurai after me.
KIRK	A what?
SULU	I mean, there was. Captain, you've got to believe me.
KIRK	I do. I've met some interesting personalities myself. Have you seen any of the others while I've been gone?
SULU	Got a call a few minutes ago. Rodriguez. Said you were rendezvousing back at the glade.
KIRK	I hope he got through to everybody. Communications are almost out.
SULU	That's not all. So's my phaser.
KIRK	Yeah. We'd better get to the glade.
SULU	Yes, sir. Look. Someone beaming down from the bridge.
KIRK	Trying to. Something's obstructing it. Mister Spock, my orders were no one was to leave the ship.
SPOCK	Necessary, Captain. Unable to contact you by communicator, and the transporter is useless to us now. As I told you before, there's an unusual power field down here. It's soaking up all the energy at the source. I calculated the rate of its growth, and reasoned that I just might be able to transport one more person.
KIRK	Good. We can use your help.
SULU	We're stranded down here, Captain?
KIRK	Until we can find out what this is all about.
TONIA	There's no one here.
MCCOY	This is where the Captain said to rendezvous. I swear I heard someone moving around.
TONIA	Don't talk like that.
MCCOY	A princess shouldn't be afraid, not with a brave knight to protect her.
KIRK	That way. Spread out. Let's find it.
MCCOY	These things cannot be real. Hallucinations can't harm us. Go back to where you were.
TONIA	He's dead.
KIRK	Captain's log, supplemental. All contact with the Enterprise has been lost. We're trapped here. Our ship's surgeon, my personal friend, is dead. We're certain now that whatever we're facing is terribly real.
TONIA	It's my fault. It never would have happened. It's my fault.
KIRK	No.
TONIA	It is, it is. I'm to blame.
KIRK	Yeoman! We're in trouble. I need every crewman alert and thinking.
TONIA	Aye, aye, sir.
SULU	Captain! Captain!
SULU	You'd better have a look at this, sir. I don't understand.
KIRK	Neither do I, Mister Sulu, but before we leave this planet, I will.
SULU	It's like a dummy, Captain. It couldn't be alive.
KIRK	Tricorder?
SULU	Still operating, sir.
KIRK	Mister Spock. What do you make of that?
SPOCK	This is not human skin tissue, Captain. It more closely resembles the cellular casting we use for wound repairs. Much finer, of course.
KIRK	I want an exact judgment, Mister Spock.
SPOCK	This is definitely a mechanical contrivance. It has the same basic cell structure as the plants here, even the trees, the grass.
KIRK	Are you saying this is a plant, Mister Spock?
SPOCK	I'm saying that these are all multicellular castings. The plants, the animals, the people. They're all being manufactured.
KIRK	By who? And why? And why these particular things?
SPOCK	All we know for certain is that they act exactly like the real thing. Just as pleasant or just as deadly.
TELLER	What is it?
RODRIGUEZ	Of all the crazy things. Remember what I was telling you a while ago, about the early wars and funny air vehicles they used? That's one of them.
TELLER	Can it hurt us?
RODRIGUEZ	Not unless it makes a strafing run.
TELLER	A what?
RODRIGUEZ	The way they used to attack people on the ground. Come on.
RODRIGUEZ	Angela.
SULU	Captain!
KIRK	McCoy's body?
SULU	He's gone. Dragged off.
TONIA	The black knight, too.
KIRK	Spock?
SPOCK	At this point, Captain, my analysis may not sound very scientific.
KIRK	McCoy's death is a scientific fact.
SPOCK	There is one slight possibility, very slim, but nevertheless. Captain, what were your thoughts just before you encountered the people you described?
KIRK	I was, I was thinking about the Academy. My days
FINNEGAN	Hey, Jim baby! I see you brought out reinforcements. Ha! Well, I'm waiting for you, Jimmy boy.
KIRK	Finnegan. Finnegan! What's been happening to my people?
KIRK	Take Sulu. Find McCoy's body. This man is my problem.
SPOCK	Captain, wait.
KIRK	That's an order, Mister Spock.
FINNEGAN	Here I am! Run!
FINNEGAN	Jim! Find me! Can't you see me? Come and get me! Here I am! Come on. You never could find your head with both hands! Like it used to be, Jimmy. Remember? Hey, Jim
KIRK	I want some answers.
FINNEGAN	Coming up.
FINNEGAN	Get up. Get up. Get up. Always fight fair, don't you? True officer and gentleman, you. You stupid underclassman. I've got the edge. I'm still twenty years old. Look at you. You're an old man.
FINNEGAN	I can't move me leg. I can't feel me leg. My back is broken. You've broken me back.
KIRK	Can you feel that?
FINNEGAN	Can you feel that, now? Sleep sweet, Jimmy boy. Sleep as long as you like. Sleep forever, Jim boy. Forever and forever.
FINNEGAN	Won't you ever learn, Jim boy? You never could take me, you know.
KIRK	Finnegan. One thing
FINNEGAN	Sure. Name it.
KIRK	Answers.
FINNEGAN	Earn them!
FINNEGAN	Not bad. Kind of makes up for things, huh, Jim?
KIRK	A lot of things. What's been happening to my people?
FINNEGAN	I never answer questions from plebes, Jimmy boy.
KIRK	I'm not a plebe. This is today, fifteen years later. What are you doing here?
FINNEGAN	I'm being exactly what you expect me to be, Jimmy boy.
SPOCK	Did you enjoy it, Captain?
KIRK	Yes, I enjoyed it. After all these years. I did enjoy it. The one thing I wanted to do after all these years was to beat the tar out of Finnegan.
SPOCK	Which supports a theory I've been formulating.
KIRK	That we're all meeting people and things that we happen to be thinking about at the moment.
SPOCK	Yes. Somehow our thoughts are read, these things are quickly manufactured and provided for us.
KIRK	Dangerous if we happen to be thinking about
SPOCK	Yes. We must all control our thoughts.
KIRK	Difficult.
SPOCK	The force field we encountered is obviously underground, manufacturing these things. Passages lead to the surface. Just for example, when Rodriguez thought of a tiger
KIRK	Spock.
KIRK	We've got to get back to the landing party and warn them.
KIRK	Sulu, Rodriguez, Barrows. Front and centre.
SULU	Sir.
KIRK	Don't ask any questions, Sulu. Face front, everyone. Don't talk. Don't breathe. Don't think. You're at attention. Concentrate on that and only that. Concentrate.
SPOCK	Captain.
KIRK	Who are you?
CARETAKER	I'm the caretaker of this place, Captain Kirk.
KIRK	You know my name?
CARETAKER	But of course. Lieutenant Rodriguez, Lieutenant Sulu, Yeoman Barrows and Mister Spock. We've just discovered you don't understand all this. These experiences were intended to amuse you.
KIRK	Amuse? That's your word for what we've been through?
CARETAKER	But none of this is permanent. Here you have to only imagine your fondest wishes, either old ones you wish to relive or new ones, anything at all. Battle, fear, love, triumph. Anything that pleases you can be made to happen.
SPOCK	The term is amusement park.
CARETAKER	Of course.
SPOCK	An old Earth name for a place where people could go to see and do all sorts of fascinating things.
CARETAKER	This entire planet was constructed for our race of people to come and play.
SULU	Play? As advanced as you obviously are, and you still play?
KIRK	Yes, play, Mister Sulu. The more complex the mind, the greater the need for the simplicity of play.
CARETAKER	Exactly, Captain. How very perceptive of you.
KIRK	But that still doesn't explain the death of my ship's surgeon.
MCCOY	Possibly because no one has died, Jim. I was taken below the surface for some rather remarkable repairs. It's amazing. They've got a factory complex down there you wouldn't believe. They can build or do anything immediately.
TONIA	And how do you explain them?
MCCOY	Oh. Them. Well I, er, I was thinking about a little cabaret I know on Rigel Two, and, er, there were these two girls in the chorus line. And well, here they are. Well after all, I am on shore leave.
TONIA	And so am l.
MCCOY	Oh, yes. So you are. Well, girls, I suppose you can turn something up.
CARETAKER	We regret that some of you've been made uncomfortable.
KIRK	You say your people built all this. Who are you? What planet are you from?
CARETAKER	My impression is that your race is not yet ready to understand us, Captain.
SPOCK	I tend to agree.
KIRK	Kirk here.
UHURA	This is the bridge, Captain. Our power systems have just come back in. Do you require assistance?
KIRK	No, everything is in order, Lieutenant. Stand by.
CARETAKER	However.
UHURA	Aye, aye, sir.
CARETAKER	If you would use the proper caution, this amusement planet of ours could be an ideal place for your people to enjoy themselves, if you wish.
MCCOY	It's what the doctor ordered, Jim.
KIRK	Lieutenant.
UHURA	Sir?
KIRK	Commence transporting shore leave parties. Tell them to prepare for the best shore leave they've ever had. Kirk out.
SPOCK	Captain, I'll go back aboard ship and take over. With all due respect to the young lady, I've already had as much shore leave as I care for.
KIRK	No, Mister Spock. I'll go. You. On the other hand, I'll stay for a day or two.
SPOCK	Did you enjoy your rest, gentlemen?
KIRK	Yes, we did, Mister Spock. I think we did.
MCCOY	Indeed we did, Mister Spock.
SPOCK	Most illogical.
KIRK	Ahead warp factor one, Mister Sulu.
