character	line
KIRK	Ki, Kir
ELDER	Kirok?
ELDER	Have we displeased you?
KIRK	No, no, everything is fine.
ELDER	Then it must be ourselves, the way we live. Perhaps we have not improved as quickly as the Wise Ones wish.
KIRK	Your land is rich, your people happy. Who could be displeased with that?
ELDER	But there is something. Tell us. We will change it.
KIRK	I can't tell you anything. All I can tell you is that I'm happy and peaceful here. I'm not sure, but I think I've never felt that way before.
KIRK	Why are they so sure I can help them?
MIRAMANEE	Well, you came from the stone metal. Did you not bring life to the child?
KIRK	Yes, but I. I need time to remember.
MIRAMANEE	Here there is much time. For everything.
SPOCK	Co-ordinates, Mister Chekov.
CHEKOV	Tau eight point seven. Beta point zero four one.
SPOCK	That is our target. The asteroid's weakest point.
CHEKOV	Almost dead centre, sir.
SPOCK	Lock all phasers on that mark. Maximum intensity, narrow beam. I want to split that fissure wide open.
MCCOY	You sound like you're cutting a diamond.
SPOCK	Very astute, Doctor.
SULU	All phasers locked, sir.
SPOCK	We'll fire in sequence and continue firing as long as Mister Scott can maintain power.
SULU	Standing by, sir.
SPOCK	Fire phasers.
SULU	Phaser one firing.
SCOTT	That Vulcan won't be satisfied till these panels are a puddle of lead.
SULU	Phaser two firing.
ENGINEER	Main relay's out again, Mister Scott.
SULU	Phaser four firing. All phasers fired, sir.
SPOCK	Rig for simultaneous firing, Mister Sulu. Commence simultaneous bombardment.
SCOTT	My bairns. My poor bairns.
MIRAMANEE	The ritual cloak is finished. If it pleases you, I would like to name the Joining day.
KIRK	The Joining day?
MIRAMANEE	I'm the daughter of the chief. Tribal law betroths me to our leader. If there is another, I will step aside.
KIRK	No, Miramanee, there's no one else in my mind or my heart.
MIRAMANEE	God's wish is above tribal law.
KIRK	Name the Joining day.
MIRAMANEE	The sooner our happiness together begins, the longer it will last. Tomorrow.
SCOTT	Don't ask for anymore warp nine speeds, Mister Spock. Our star drive is completely burned out. The only thing we have left is impulse power.
SPOCK	Estimated repair time?
SCOTT	Hanging here in space? Forever.
SCOTT	The only thing that'll fix these poor darlings is the nearest repair base.
SPOCK	I've already surmised that. Thank you, Mister Scott.
MCCOY	Well, Spock, you took your calculated risk in your calculated Vulcan way, and you lost. You lost for us, you lost for that planet, and you lost for Jim.
SPOCK	I accept the responsibility, Doctor.
MCCOY	And my responsibility is the health of this crew. You've been driving yourself too hard, and I want you to get some rest.
SPOCK	Mister Chekov, resume heading eight eight three mark four one.
MCCOY	Back to that planet? Without warp speed, it'll take months, Spock.
SPOCK	Exactly fifty nine point two two three days, Doctor, and that asteroid will be four hours behind us all the way.
MCCOY	Well then what's the use? We might not be able to save the captain even if he still is alive. We might not be able to save anything, including this ship! You haven't heard a word I've said. All you've been doing is staring at that blasted obelisk.
SPOCK	Another calculated Vulcan risk, Doctor.
WOMAN	This joining means the end of darkness.
MIRAMANEE	It's a time for joy for all my people.
ELDER	You will wait until I walk the holy path to the earth lodge first, to give me time to tell the priestess that you follow and that the Joining will take place.
KIRK	I have found paradise. Surely no man has ever attained such happiness.
KIRK	Get out of my way, Salish.
SALISH	Even though you be a god, Kirok, I cannot permit this Joining.
KIRK	Nobody's asking for your permission.
SALISH	Then you must strike me dead.
KIRK	I have no intention of striking you dead.
SALISH	You bleed. You bleed, Kirok. Behold a god who bleeds! Behold a god who bleeds!
SALISH	Kill me. Kill me, Kirok, for I will not rest until I prove to my people that you are no god.
MCCOY	I thought you were reporting to Sickbay.
SPOCK	There isn't time, Doctor. I must decipher those obelisk's symbols. They're a highly advanced form of cipher writing.
MCCOY	You've been trying to do that ever since we started back to that planet. Fifty eight days.
SPOCK	I'm aware of that, Doctor. I'm also aware when we arrive at the planet, we'll have barely four hours to effect rescue. I believe those symbols are the key.
MCCOY	Well, you won't read them by killing yourself. You've hardly eaten or slept for weeks. Now if you don't let up, you're going to collapse.
SPOCK	I am not hungry, Doctor. And under stress, we Vulcans can do without sleep for weeks.
MCCOY	Well, your Vulcan metabolism is so low it can hardly be measured, and as for the pressure, that green ice water you call blood
SPOCK	My physical condition is not important, Doctor. That obelisk is.
MCCOY	Well, my diagnosis is exhaustion brought on from overwork and guilt. You're blaming yourself for crippling this ship, just as we blamed you. Well, we were wrong. So were you. You made a command decision. Jim would have done the same. My prescription is rest, now. Do I have to call the security guards to enforce it?
KIRK	Miramanee. Come here. Miramanee.
MIRAMANEE	Each time your arms hold me is as joyous as the first.
KIRK	I'm happy. I'm so happy. If it weren't for the dreams, my mind would be completely at peace.
MIRAMANEE	I thought you no longer had the dreams, that you no longer saw the strange lodge which moves through the sky.
KIRK	They've come back. They were gone for a while, but they've come back, and I see faces, too. Very dim. I feel I should know know them. I feel my place is with them, not here. I don't deserve this happiness.
MIRAMANEE	I have a gift for you.
KIRK	A gift? What?
MIRAMANEE	It may make you happy. Wait.
KIRK	These last few weeks, my love for Miramanee grows stronger with each passing day. However, the dreams return every night. Fragments of memories. I can almost get hold of them, and then
MIRAMANEE	I bear your child.
KIRK	You!
KIRK	A canal. And with it we'll bring the water from the lake right to the lodge. And we can expand the system, and irrigate the fields and double the food supply.
MIRAMANEE	And with the power of the lamp. Lamp?
KIRK	Lamp.
MIRAMANEE	Which turns night into day, we can cook twice as much food, and as you taught us, pre
KIRK	Preserve.
MIRAMANEE	Preserve.
KIRK	Preserve.
MIRAMANEE	For times of famine. That is why you made the lamp, Kirok, so that I would never know when it was night, and I would be forever cooking.
KIRK	Oh, no. No, no, no, no, no. That's not why I made the lamp at all, to keep you forever cooking.
KIRK	It's only the wind and the thunder.
MIRAMANEE	I act like a stupid child. I have nothing to fear. You are here. It is time.
KIRK	Time?
MIRAMANEE	To go to the temple. The people will be waiting.
KIRK	Why?
MIRAMANEE	To save them.
KIRK	But it's only the wind. The wind can't harm them.
MIRAMANEE	The wind is only the beginning. Soon the sky will darken, the lake will go wild, and the earth will tremble. Only you can save us.
KIRK	But I can't do anything about the wind or the sky.
MIRAMANEE	If we don't go now, it will be too late. You must go inside the temple and make the blue flame come out.
KIRK	I don't know how to get inside the temple.
MIRAMANEE	But you are a god.
ELDER	Kirok! Kirok!
SALISH	Why are you not at the temple, Kirok? Soon the ground will begin to tremble. The people need your help.
KIRK	We'll go to the caves. It'll be safe there.
SALISH	The caves? Surely a legend can do more than that for his people.
ELDER	When the ground trembles the caves are not safe, Kirok. If you do not rouse the temple spirit, we will all die.
MIRAMANEE	There is nothing you cannot do, my husband.
SALISH	Well, what do you wait for, god? Your robes?
KIRK	Take care of Miramanee.
KIRK	I am Kirok! I have come! I am Kirok!
MCCOY	I prescribed sleep.
SPOCK	You prescribed rest, Doctor. The symbols on the obelisk are not words. They are musical notes.
MCCOY	Musical notes? You mean it's nothing but a song?
SPOCK	In a way, yes. Other cultures, among them certain Vulcan offshoots, use musical notes as words. The tones correspond roughly to an alphabet.
MCCOY	Were you able to make sense our of the symbols?
SPOCK	Yes. The obelisk is a marker, just as I thought. It was left by a super-race known as the Preservers. They passed through the galaxy rescuing primitive cultures which were in danger of extinction and seeding them, so to speak, where they could live and grow.
MCCOY	I've always wondered why there were so many humanoids scattered through the galaxy.
SPOCK	So have I. Apparently the Preservers account for a number of them.
MCCOY	That's probably how the planet has survived all these centuries. The Preservers put an asteroid deflector on the planet.
SPOCK	Which has now become defective and is failing to operate.
MCCOY	And we have to find that deflector and put it back into working order, otherwise
SPOCK	Precisely, Doctor.
SALISH	There's the false one!
ALL	Die! Die! Die!
MIRAMANEE	No! No! Don't hurt him!
KIRK	Miramanee!
MIRAMANEE	Don't hurt him! He can save us!
SALISH	He's false!
MIRAMANEE	I belong to him.
SALISH	Then go. Go die with your false god.
ALL	You'll be killed! Kill him! We're all doomed! Die, impostor! You lied to us! You're not a god! We'll kill you now!
MCCOY	I need Nurse Chapel.
SPOCK	Spock to Enterprise.
SCOTT	Come in, Mister Spock.
SPOCK	We've located the captain. Beam down Nurse Chapel with an emergency surgical kit.
KIRK	My wife. Is she all right?
MCCOY	Wife?
SPOCK	Hallucinations?
KIRK	Miramanee.
SPOCK	The nurse has given you something to ease the pain. Why were you being stoned?
MIRAMANEE	Kirok could not get back into the temple.
SPOCK	Naturally, since he did not come from there.
MIRAMANEE	I saw him come, come.
CHAPEL	Does he recognise us?
MCCOY	His brain is unimpaired. Everything else is functionally normally except his memory.
SPOCK	Can you help him?
MCCOY	It'd take time.
SPOCK	Time, Doctor McCoy, is the one thing we do not have in abundance. Spock here.
SULU	Tracking report, sir. Sixty five minutes to end of safety margin.
SPOCK	Report noted. Doctor, is he strong enough for the Vulcan mind fusion?
MCCOY	We have no choice.
SPOCK	I am Spock. You are James Kirk. Our minds are moving closer. Closer, closer, closer, James Kirk. Closer.
KIRK	No!
SPOCK	James Kirk.
KIRK	Miramanee! No! Miramanee!
SPOCK	Our minds are one.
BOTH	I am Kirok. I am Kirok.
SPOCK	I am Kir
KIRK	I am Kirok! I am
SPOCK	Spock!
MCCOY	What is it?
SPOCK	His mind. He is an extremely dynamic individual.
KIRK	It worked.
SPOCK	Captain, were you inside this structure?
KIRK	Yes. What's inside is loaded with scientific equipment.
SPOCK	This obelisk is one huge deflector mechanism. It is imperative that we get inside immediately. Captain, we do not have much time.
KIRK	McCoy.
KIRK	I don't know how to get inside.
SPOCK	If we are not able to gain entry and activate the deflector mechanism within the next fifty minutes, this entire planet will be destroyed.
KIRK	The key must be in these symbols. We've got to decipher them.
SPOCK	I already have to some extent, Captain. They are musical notes.
KIRK	You mean entry can be gained by playing certain notes on a musical instrument?
SPOCK	That would be one method. Another would be a series of tonal qualities spoken in their proper sequence.
KIRK	Give me your communicator. Tonal control, consonants and vowels. I must have hit it accidentally when I contacted the ship.
SPOCK	If you could remember your exact words, Captain.
KIRK	Kirk to Enterprise.
SCOTT	Aye, Captain.
KIRK	Scotty, if the deflector isn't activated within twenty minutes, get out of orbit. Get the Enterprise out of the danger zone. The landing party is expendable. The Enterprise isn't. Kirk out. Miramanee. Bones, stay with her. Do what you can.
SPOCK	It is similar to deflector panels I've seen, Captain, but far more complicated.
KIRK	Careful. I must have hit something accidentally. A beam caught me and that's when I stopped remembering.
SPOCK	Probably a memory beam. You must have activated it out of sequence.
KIRK	More symbols. Can you read them?
SPOCK	I do have an excellent eye for musical notes, Captain. They would seem to indicate that this series of relays activated in their proper
KIRK	Spock, just press the right button.
KIRK	How is she?
MCCOY	She had bad internal injuries, Jim.
KIRK	Will she live?
MCCOY	No.
MIRAMANEE	Kirok. It is true. You are safe.
KIRK	And so are your people, Miramanee.
MIRAMANEE	I knew you would save them, my chief. When I am better, it will be as it was, will it not?
KIRK	If that's what you want.
MIRAMANEE	We will live long and happy lives. I will bear you many strong sons. I'll love you always.
KIRK	And I'll love you, Miramanee. Always.
MIRAMANEE	Each kiss is as the first.
