character	line
KIRK	Scotty, I'm glad you've come.
SCOTT	We should have left those fuzz-faced goons in the transporter. That's right where they belong!
KIRK	Scotty?
SCOTT	Non-existence! Now they can study the Enterprise, add our technology to theirs, change the balance of power. You've jeopardised the Federation!
KIRK	Scotty, take it easy.
SPOCK	Easy, Mister Scott.
SCOTT	Keep your Vulcan hands off me. Just keep away! Your feelings might be hurt, you green-blooded half-breed!
SPOCK	May I say that I have not thoroughly enjoyed serving with humans? I find their illogic and foolish emotions a constant irritant.
SCOTT	Then transfer out, freak!
KIRK	Gentlemen! Spock! Scotty. Spock. Spock! Stop it! You're half human! What are we saying? What are we doing to each other?
SPOCK	Fascinating. The result of stress?
KIRK	We've been under stress before. It's never set us at each other's throats.
SCOTT	But this is war.
KIRK	There isn't any war! Or is there?
SCOTT	Have we forgotten how to defend ourselves?
KIRK	Scotty. What's happening to us? We've been trained to think in other terms than war. We've been trained to fight its causes, if necessary. Then why are we behaving like a group of savages? Look at me. Look at me. Two forces aboard this ship, each of them equally armed. Has a war been staged for us, complete with weapons and ideology and patriotic drum beating? Even, Spock, even race hatred?
SPOCK	Recent events would seem to be directed toward a magnification of the basic hostilities between humans and Klingons. Apparently, it is by design that we fight. We seem to be pawns.
KIRK	But what's the game? And whose? And what are the rules?
SPOCK	It is most urgent that we locate the alien entity immediately, and determine its motives and a method for halting its activities.
SCOTT	Without sensors? All our power down? This thing could go anywhere.
KIRK	Yes. Mister Sulu, report.
SULU	No good, Captain.
SULU	Circuits are in, but systems just aren't responding.
KIRK	We're getting something.
SULU	Aye, Captain. Power and life-support restored. Remotes on standby.
KIRK	Good work.
SCOTT	But, Captain, I didn't do it. Everything just came on by itself.
MARA	Their life-support systems have resumed.
SPOCK	Sensors may be operating.
KIRK	Start scanning. Let's find that alien.
MARA	Holding steady.
KANG	Cause them to be unsteady.
MARA	They appear to be controlled from another location. Also unable to affect ship's course for return to our empire.
KANG	One of Kirk's tricks. Could he bypass this circuit? What power is it that supports our battle yet starves our victory? Power. Interrupt it at their main life-support couplings. Where?
MARA	Number six deck. Come.
SPOCK	Alien detected in the engineering section, near reactor number three.
KIRK	Let's go.
CHEKOV	You don't die yet. You're not human, but you're very beautiful. Very beautiful.
KIRK	Chekov!
SPOCK	Jim, he's not responsible.
KIRK	What have I done? There's an alien entity aboard the ship. It's forcing us to fight. We don't want to. We don't know what its motive is. We're trying to find out. You must help us. Take me to Kang. A temporary truce, that's all I ask. Spock, take her.
KIRK	Chekov. Chekov. Is this what's in store for us, from here on in? Violence, hatred.
MCCOY	Brain waves show almost paranoid mania. What happened?
KIRK	He lost control. So did I. We're becoming animal warriors. Let's go, Spock.
MCCOY	Orderly. Jim. Johnson's heart wound is almost healed. Same with the other casualties. Sword wounds in the vital organs, massive trauma, shock. They're all healing at a fantastic rate.
SPOCK	It would appear that the entity wants us alive.
KIRK	Why? So we can fight, and fight, and keep coming back for more like some bloody coliseum? What's next, the roar of crowds?
SPOCK	Perhaps human and Klingon psychologies and combat capabilities are being tested by an alien with designs on both powers.
MCCOY	Gentlemen, if we are pawns, you're looking at one who is extremely sorry.
SPOCK	I understand, Doctor. I, too, felt a brief surge of racial bigotry. Most distasteful.
KIRK	Let's find the alien. You come with us. Maybe we can prove to you that it exists.
KIRK	What is it?
SPOCK	Totally unfamiliar.
KIRK	What do you want? What are you doing here?
JOHNSON	Reporting for duty, sir.
KIRK	Duty? Did McCoy release you from Sickbay?
JOHNSON	I released myself.
KIRK	Then get back to Sickbay!
JOHNSON	Not on your life, sir. I'm fit and ready for action. The Klingons almost did me in once. I'm out to even the score.
KIRK	I order you
JOHNSON	I've got my orders. I'm obeying orders! Kill the Klingons! It's them or us, isn't it?
KIRK	Johnson!
SPOCK	Fascinating. During Lieutenant Johnson's emotional outburst, his expression of hatred and lust for vengeance, the alien's life energy level increased. When the Lieutenant became unconscious, the alien lost energy.
KIRK	It subsists on the emotions of others.
SPOCK	This one appears to be strengthened by mental irradiations of hostility, violent intentions.
KIRK	It exists on the hate of others.
SPOCK	To put it simply. And it has acted as a catalyst, creating this situation in order to satisfy that need. It has brought together opposing forces, provided crude instruments in an effort to promote the most violent mode of conflict.
KIRK	And kept numbers and resources balanced, so that it can maintain a constant state of violence. It's got to have a vulnerable area. We've got to get rid of it.
SPOCK	Then all hostile attitudes on board must be eliminated. The fighting must end and soon.
KIRK	Or we're a doomed ship, travelling forever between galaxies, filled with eternal bloodlust, eternal warfare. Kang has got to listen. We've got to pool our knowledge and get rid of this thing. Kang. Kang, this is Captain Kirk.
KIRK	Kang, do you read me?
MARA	Commander, it's a trick!
KIRK	Kang. He won't answer.
SPOCK	The alien is affecting his mind, Captain. Soon, it will become so powerful that none of us will be able to resist it.
SCOTT	Scotty, sir.
SCOTT	The ship's dilithium crystals are deteriorating. We can't stop the process.
KIRK	Time factor?
SCOTT	In twelve minutes, we'll be totally without engine power.
KIRK	Well, do whatever you can. Kirk out.
KIRK	And so we drift in space, with only hatred and bloodshed aboard. Now do you believe?
KIRK	Captain's log, stardate Armageddon. We must find a way to defeat the alien force of hate that has taken over the Enterprise. Stop the war now, or spend eternity in futile bloody violence.
SCOTT	There's no change, Captain. The dilithium crystals are discharging.
SPOCK	There's nothing we can do about it.
KIRK	If I could talk to Kang, somehow cut through the Klingon lines, make peace before it's too late.
SPOCK	We have nine minutes, fifty three seconds to power zero. SPOCK: There is, of course, a logical alternative. Kang's wife is, after all, our prisoner. Perhaps a threat.
SCOTT	Aye. Now that's something the Klingons would understand.
KIRK	Kang! Kang, this is Captain Kirk.
KIRK	I know you can hear me, so don't cut me off. We have Mara, your wife. We talk truce now, or she dies. Reply.
KIRK	She has five seconds to live. Reply.
KANG	She is a victim of war, Captain.
KANG	She understands.
KIRK	He called my bluff.
MARA	You're not going
KIRK	The Federation doesn't kill or mistreat its prisoners. You've been listening to propaganda, fables. How much time?
SPOCK	Eight minutes, forty two seconds.
MARA	So this was no trick?
SCOTT	It's the alien that's done this. We're in its power, our people and yours.
KIRK	We only wanted to stop the fighting to save us all.
MARA	We have always fought. We must. We are hunters, Captain, tracking and taking what we need. There are poor planets in the Klingon systems, we must push outward if we are to survive.
KIRK	There's another way to survive. Mutual trust and help.
MARA	I will help you now.
KIRK	How?
MARA	I will take you to Kang. I will add my voice to yours.
SCOTT	I wouldn't trust her, Captain.
KIRK	We can't get through the Klingon defences in time, unless. Spock. Intra-ship beaming from one section to another. It's possible?
SPOCK	It has rarely been done because of the danger involved. Pinpoint accuracy is required. If the transportee should materialise inside a solid object, a deck or wall.
SCOTT	Even if it could work, she may be leading you into a trap.
KIRK	We're all in a trap. This is the only way out.
SCOTT	We'll go with you.
KIRK	No. That'd start the final battle. I believe her. Prepare the transporter. We'll wait for your signal.
SCOTT	But she can't guarantee that Kang will stop to listen, right, Mister Spock?
SPOCK	No one can guarantee the actions of another.
SPOCK	Your automatic setting is laid in, Captain.
SPOCK	When transporter is energised, you will have eight seconds to get to the pads.
KIRK	I hope your computations are correct, Mister Spock.
SPOCK	You'll know in seven point nine seconds, Captain.
KANG	Mara, you're alive, and you bring us a prize.
MARA	Kang, wait. He's come alone, unarmed. He must talk to you.
KANG	Brave captain, what about?
MARA	No! Listen to him. We are all in danger.
KIRK	Mara. Before you start killing, give me one minute.
MARA	Kang, don't!
KANG	What have they done to you, Mara? Are you out of your mind? What have they done to you? I see why the human beast did not kill you.
MARA	They didn't harm me. Listen to him. Stop! Stop, please!
KANG	With your death, we win.
KIRK	Nobody wins. Have any more of your men died? We can't be killed. There's an alien aboard. It wants us alive.
KANG	No doubt you will reassemble after I have hacked you to bits!
MARA	You fool.
KIRK	Look! Look, Kang. For the rest of our lives. A thousand lifetimes. Senseless violence, fighting, while an alien has total control over us.
KIRK	All right. All right. In the heart. In the head. I won't stay dead. Next time I'll do the same to you. I'll kill you. And it goes on, the good old game of war, pawn against pawn! Stopping the bad guys. While somewhere, something sits back and laughs and starts it all over again.
MCCOY	Let's jump him.
SPOCK	Those who hate and fight must stop themselves, Doctor. Otherwise, it is not stopped.
MARA	Kang, I am your wife. I'm a Klingon. Would I lie for them? Listen to Kirk. He is telling the truth.
KIRK	Be a pawn, be a toy, be a good soldier that never questions orders.
KANG	Klingons kill for their own purposes.
SPOCK	All fighting must end, Captain, to weaken the alien before our dilithium crystals are gone.
KIRK	Lieutenant Uhura.
UHURA	Yes, Captain?
KIRK	Put me on ship-wide intercom.
UHURA	Aye, sir.
KIRK	Kang.
UHURA	Ready, Captain.
KIRK	This is Captain Kirk. A truce is ordered. The fighting is over. Lay down your weapons.
KANG	This is Kang. Cease hostilities. Disarm.
SPOCK	The cessation of violence appears to have weakened it, Captain. I suggest that good spirits might make an effective weapon.
KIRK	Get off my ship. You're a dead duck here. You're powerless. We know about you, and we don't want to play. Maybe there are others like you around. Maybe you've caused a lot of suffering, a lot of history, but that's all over. We'll be on guard now, ready for you. So ship out! Come on! Haul it!
MCCOY	Yeah, out already.
KANG	Out! We need no urging to hate humans. But for the present, only a fool fights in a burning house. Out!
