character	line
KIRK	Yes, of course. I should've guessed. Congratulations. Tyree, we must talk now. The villagers, their new weapons. I want to hear all about that. We must make plans.
NONA	Good. It is past time to plan.
TYREE	Much has happened since you left, James. Come, we'll speak of it.
NONA	And of things to be done.
TYREE	Come. We will speak of it.
CHAPEL	The readings are beginning to fluctuate.
M'BENGA	Just as they should. This is Doctor M'Benga. There will be someone with you constantly now. When the time comes, I'll be called. As soon as he shows any signs of consciousness, call me immediately.
CHAPEL	Yes, Doctor.
M'BENGA	After you've called me, if he speaks, do whatever he says.
CHAPEL	Do whatever he says?
M'BENGA	Yes. That's clear enough, isn't it?
TYREE	The firesticks first appeared nearly a year ago. Since that time, many of my people have died.
KIRK	You say they make the firesticks themselves? How can you be sure?
TYREE	I've looked into their village. I have seen it being done.
MCCOY	Have you seen any strangers among the villagers?
TYREE	Strangers? No.
KIRK	Can you take us to their village while it's still dark?
TYREE	Yes, but the mugatos travel at night also. You killed one. Its mate will not be far.
KIRK	You've seen how these work.
NONA	I've seen them also, and I know you have many ways to make your friend Tyree a man of great importance.
MCCOY	Many ways? What else does she know about us?
NONA	Tyree has told me much of you. Do not blame him. It was the price for saving your life.
KIRK	We're simply strangers from
NONA	From one of the lights in the sky, and you have ways as far above firesticks as the sky above our world.
TYREE	You will not speak of this to others.
NONA	I will not if I am made to understand. Teach me. There's an old custom among my people. When a woman saves a man's life, he is grateful.
KIRK	I am grateful.
MCCOY	A splendid custom if not carried to extremes.
KIRK	We once were as you are, Spears, arrows. There came a time when our weapons grew faster than our wisdom, and we almost destroyed ourselves. We learned from this to make a rule during all our travels, Never to cause the same to happen to other worlds. Just as a man must grow in his own way and in his own time.
NONA	Some men never grow.
KIRK	Perhaps not as fast or in the way another thinks he should. But we're wise enough to know that we are wise enough not to interfere with the way of a man or another world.
NONA	You must let the villagers destroy us? You will not help your friend and brother kill them instead?
TYREE	No! I said I will not kill!
NONA	We must fight or die! Is dying better? You would let him die when you have weapons to make him powerful and safe? Then he has the wrong friends. And I have the wrong husband.
TYREE	You will help in ways she does not understand. I have faith in our friendship, James. Come, before we lose the darkness.
MCCOY	What's bothering you, Jim? If we find the Klingons have helped the villagers, there's certainly something we can do.
KIRK	That's what's bothering me. The something we may have to do.
TYREE	The guard. We must wait.
KIRK	Tyree, supposing you had to fight? What then?
MCCOY	Jim, this man believes in the same thing we believe in. That killing is stupid and useless.
KIRK	Tyree?
TYREE	Now. Come.
KIRK	The gun. Ammunition. Doctor.
KRELL	You are late, my friend Apella.
APELLA	A quarrel by my people. A division of some skins and a hill woman taken this morning. It's hard to divide one woman.
KRELL	Give her to the man who killed the most of her people. The others will see the profit in bravery. I'll make a Klingon of you yet. Your next improvement. Notice what we've done to the striker. See how it holds the priming powder more securely? Fewer misfires. When I return, we will give you other improvements. A rifled barrel.
APELLA	What?
KRELL	A way to shoot further and straighter.
MCCOY	Jim. Coal for forge, sulphur for gun powder.
KIRK	Let's take a look inside.
KIRK	Well, here's your forge. People's exhibit number one. A chrome steel drill point.
MCCOY	This pig iron is almost carbon-free. That village furnace certainly didn't produce it. People's exhibit number two. Cold-rolled gun barrel rod fashioned to look homemade. You were right about the Klingons, Jim. KIRK: Make recorder and scanner tapes of everything.
MCCOY	Right. It's a pity we can't include a live Klingon. That'd just about wrap it
APELLA	Is it difficult to cut grooves into the barrels?
KRELL	It's quite simple. I'll show you.
APELLA	I thought my people would grow tired of killing. But you were right. They see that it is easier than trading and it has pleasures. I feel it myself. Like the hunt, but with richer rewards.
KRELL	You will be rich one day, Apella, beyond your dreams. The leader of a whole world. A governor in the Klingon Empire.
KIRK	Bones!
KRELL	Guards! Intruders!
KIRK	Move! Fast!
SPOCK	Nurse.
CHAPEL	Yes?
SPOCK	Hit me. The pain will help me to consciousness. Hit me.
CHAPEL	Hit you? No! I can't
SPOCK	Blast you, strike me! If I don't regain consciousness soon, it may be too late. Hit me. Harder!
SPOCK	Again. Continue. The pain will help me to consciousness.
SCOTT	What are you doing, woman?
CHAPEL	Leave me alone!
SCOTT	Have you gone daft?
CHAPEL	Mister Spock needs me! Let go!
SPOCK	That will be quite enough. Thank you, doctor.
M'BENGA	Please, release her.
SCOTT	What's this all about?
SPOCK	She was doing as I requested, Mister Scott. A Vulcan form of self-healing.
M'BENGA	As you saw, they must wait until the last possible moment then fight their way back to consciousness.
CHAPEL	Here, let me help you, Mister Spock.
SPOCK	Thank you, nurse. I'm quite fully recovered.
CHAPEL	Yes, I see you are.
KIRK	Men, this is the pan. This is the hammer. The hammer striking the pan causes a spark, ignites the powder, and fires the flintlock. Now aim it as I showed you. Hold your breath and squeeze the trigger gently. Well done. Very, very, very good.
MCCOY	Jim, I want to talk to you.
KIRK	Not here, Bones. In the cave. Yutan, your turn.
MCCOY	Do I have to say it? It's not bad enough there's one serpent in Eden teaching one side about gun powder. You want to make sure they all know about it!
KIRK	Exactly. Each side receives the same knowledge and the same type of firearm.
MCCOY	Have you gone out of your mind? Yes, maybe you have. Tyree's wife, she said there was something in that root. She said now you can refuse her nothing.
KIRK	Superstition.
MCCOY	Is it a coincidence this is exactly what she wants?
KIRK	Is it? She wants superior weapons. That's the one thing neither side can have. Bones. Bones, the normal development of this planet was the status quo between the hill people and the villagers. The Klingons changed that with the flintlocks. If this planet is to develop the way it should, we must equalize both sides again.
MCCOY	Jim, that means you're condemning this whole planet to a war that may never end. It could go on for year after year, massacre after massacre.
KIRK	All right, Doctor! All right. Say I'm wrong. Say I'm drugged. Say the woman drugged me. What is your sober, sensible solution to all this?
MCCOY	I don't have a solution. But furnishing them firearms is certainly not the answer.
KIRK	Bones, do you remember the twentieth century brush wars on the Asian continent? Two giant powers involved, much like the Klingons and ourselves. Neither side felt could pull out.
MCCOY	Yes, I remember. It went on bloody year after bloody year.
KIRK	What would you have suggested, that one side arm its friends with an overpowering weapon? Mankind would never have lived to travel space if they had. No. The only solution is what happened back then. Balance of power.
MCCOY	And if the Klingons give their side even more?
KIRK	Then we arm our side with exactly that much more. A balance of power. The trickiest, most difficult, dirtiest game of them all, but the only one that preserves both sides.
MCCOY	And what about your friend Tyree? Will he understand this balance of power?
KIRK	No. Probably not. But I'm going to have to try and make him understand. I never had a more difficult task.
MCCOY	Well, Jim, here's another morsel of agony for you. Since Tyree won't fight, he will be one of the first to die.
KIRK	Well, war isn't a good life, but it's life. His wife is the only way to reach him. If I tell her we're going to supply guns, maybe she'll convince him.
SPOCK	Position, Mister Scott?
SCOTT	Entering distant orbit, sir. Approaching rendezvous time.
SPOCK	The Klingons?
CHEKOV	They haven't spotted us yet, sir. Looks like they're beaming someone aboard.
SPOCK	Stand by to signal the captain.
UHURA	Aye, sir.
KIRK	Nona. Pardon me.
NONA	You are here because I wished you here.
KIRK	Oh? I thought it was my idea.
NONA	Yes. They always believe they come of free will. Tyree thought the same when I cast my first spell on him.
KIRK	Nona
NONA	Can you smell this fragrance? Some find it pleasing.
KIRK	I'd like to talk to you.
NONA	Again. Some find it soothing. Yes.
KIRK	I would like
NONA	Happy. Yes. You feel good.
KIRK	I feel dizzy. Yes, you are lovely. You're beautiful.
NONA	Kiss me.
MCCOY	Where's Captain Kirk? Tyree, the firestick. Where is it?
TYREE	There! I left it there.
MCCOY	That's a fine thing to leave lying around. Show us where it is.
TYREE	I do not want it.
MCCOY	Jim? Jim. Who hit you?
KIRK	Nona.
NONA	I bring you victory for Apella!
MAN 1	Tyree's woman.
MAN	She's a Kahn-ut-tu.
MAN	We won't trust this division to Apella.
NONA	Take me to him. He will have the strength to use this new weapon.
NONA	Touch me again, and this small box will kill you.
KIRK	No, no. I'm all right. My phaser. She took it.
NONA	This weapon I bring you is far greater than your firesticks.
TYREE	Nona!
MAN	Hill people!
MAN	It's a trap. The woman's tricked us.
MCCOY	She's dead.
TYREE	I want more of these, Kirk. Many more! Yutan, two of those who killed my wife have escaped. Track them down. I will kill them.
MCCOY	Here.
KIRK	Tomorrow in the palm of her hands.
MCCOY	Well, you got what you wanted.
KIRK	Not what I wanted, Bones. What had to be. Kirk here.
SPOCK	 Spock, Captain. I trust all has gone well.
MCCOY	Spock, are you alive?
SPOCK	An illogical question, Doctor, since obviously you are hearing my voice.
MCCOY	Well, I don't know why I was worried. You can't kill a computer.
KIRK	Spock, ask Scotty how long it would take him to reproduce a hundred flintlocks.
SCOTT	I didn't get that exactly, Captain. A hundred what?
KIRK	A hundred serpents. Serpents for the Garden of Eden. We're very tired, Mister Spock. Beam us up home.
