character	line
MARLENA	Ship's business? An important task on the crew deck? Well, I guess it's over. Commander Kenno will take me temporarily. He's made that quite clear. I'll call a yeoman to help me with my things.
KIRK	You don't have to do that.
MARLENA	Are you feeling sorry for me? Do I see hesitation in your eyes about anything? I want one thing, Captain. Transfer me. On the Enterprise, I am humiliated! On another ship, I can hunt fresh game. I've got my rank, and. Don't I? I've been a captain's woman, and I like it. I'll be one again if I have to go through every officer in the fleet.
KIRK	You could. I simply meant that you could be anything you want to be.
MARLENA	It's been a long time since you've kissed me like that. You're a stranger. Mercy to the Halkans, mercy to Spock, to me. Am I your woman?
KIRK	You're the Captain's woman until he says you're not.
KIRK	Uhura?
UHURA	Yes, Captain.
KIRK	Scotty's signal should be coming through any moment. You know what to do.
UHURA	I've got a pretty good idea, sir.
KIRK	Keep Sulu's attention off that board.
UHURA	I'll do my best, sir.
KIRK	Good luck. Kirk out.
UHURA	You aren't very persistent, Mister Sulu. The game has rules. You're ignoring them. I protest and you come back. You didn't come back.
SULU	Now you're making sense.
UHURA	I was getting bored. Of course this isn't the time.
SULU	Any time's a good time.
UHURA	I'm afraid I changed my mind. Again.
SULU	You take a lot of chances, Lieutenant.
UHURA	So do you, Mister. So do you. Take over for me.
UHURA	Mister Scott, all clear. On my way to Sickbay.
MCCOY	Now it's up to the captain.
SPOCK	Please restrict your movements, Captain.
KIRK	What are you doing? Are you going to shoot me now, Spock? I thought I had until dawn.
SPOCK	I shall make that decision. Since your return from the planet, you've behaved in a most atypical and illogical manner. I want to know why.
KIRK	Shoot. You're wasting time.
SPOCK	I shall not waste time with you. You're too inflexible, too disciplined once you've made up your mind. But Doctor McCoy has a plenitude of human weaknesses, sentimental, soft. You may not tell me what I want to know, but he will.
KIRK	You're running a big risk, Spock.
SPOCK	I have the phaser, Captain, and I do not intend to simply disappear as so many of your opponents have in the past. If you please. Sickbay.
SPOCK	Yes, of course. The entire landing party. Captain, stand over there. Doctor, it is time for answers.
KIRK	How much time, Scotty?
SCOTT	Hardly fifteen minutes, sir. The field density between the two universes is starting to close very fast.
MCCOY	Help me get him on the table. Well, come on. Help me get him on the table. He'll die without immediate treatment.
KIRK	Everything laid in, Scotty? The time lag so the operator can get into the transporter chamber?
SCOTT	All laid in, sir. Come on, McCoy! We're taking a chance of not getting back home.
MCCOY	We'll get home. This won't take long.
SCOTT	Fourteen minutes. We've got to go!
MCCOY	Shut up? I can save his life.
MCCOY	Do you want me to stop, Jim? It'll only take a minute.
KIRK	He is very much like our own Mister Spock, isn't he? You've got that minute.
MCCOY	A little time, he'll live.
KIRK	What is this, Mister Sulu?
SULU	Mister Spock has orders to kill you, Captain. He will succeed, apparently. You will also appear to have killed him after a fierce battle. Regrettable, but it will leave me in command.
SCOTT	Captain, we've barely got ten minutes.
KIRK	Let's go, Bones.
MCCOY	I can't let him die, Jim. You get on to the transporter room. I'll be there in five minutes.
KIRK	No longer.
MCCOY	I guarantee it. Now, go on, please.
SPOCK	Why did the captain let me live?
SPOCK	Our minds are merging, Doctor. Our minds are one. I feel what you feel. I know what you know.
KIRK	A friend. Activate the transporter. You saved us back at Sickbay with the Tantalus field.
MARLENA	Take me with you.
KIRK	I can't. I'm sorry. Our power is balanced for four. There's no guarantee that we'll make it with five. All could die. Scotty?
SCOTT	It's working, sir.
MARLENA	But there are only three of you.
KIRK	One is coming. I'd help you if I could, Marlena. Believe that.
KIRK	If you kill us, you'll still stay.
KIRK	Where's McCoy? Time, Scotty.
SCOTT	Five minutes, sir.
MARLENA	Do you know what they'll do to me?
SCOTT	The power's cut, sir. They're on to us.
KIRK	Auxiliary.
SCOTT	Aye, it's available.
KIRK	Can you bridge to your setup?
SCOTT	I can get us the power, but the automatic setting is linked to the transporter main. If we bypass, that means that someone has got to operate the controls manually.
KIRK	One of us will have to stay.
SCOTT	I'll stay, Captain.
KIRK	Get to the transporter chamber. You, too, Uhura.
SCOTT	Jim.
KIRK	That's an order, Scotty.
SCOTT	Aye, Captain.
MARLENA	What about me?
KIRK	McCoy.
SPOCK	I cut the transporter power. It was necessary to delay your beam-out until I could arrive. Take him.
SPOCK	Engineering, re-activate main transporter circuits.
KIRK	You're a man of integrity in both universes, Mister Spock.
SPOCK	You must return to your universe. I must have my captain back. I shall operate the transporter. You have two minutes and ten seconds.
KIRK	In that time I have something to say. How long before the Halkan prediction of galactic revolt is realised?
SPOCK	Approximately two hundred and forty years.
KIRK	The inevitable outcome?
SPOCK	The Empire shall be overthrown, of course.
KIRK	The illogic of waste, Mister Spock. The waste of lives, potential, resources, time. I submit to you that your Empire is illogical because it cannot endure. I submit that you are illogical to be a willing part of it.
SPOCK	You have one minute and twenty three seconds.
KIRK	If change is inevitable, predictable, beneficial, doesn't logic demand that you be a part of it?
SPOCK	One man cannot summon the future.
KIRK	But one man can change the present. Be the captain of this Enterprise, Mister Spock. Find a logical reason for sparing the Halkans and make it stick. Push till it gives. You can defend yourself better than any man in the fleet.
SCOTT	Captain, get in the chamber!
KIRK	What about it, Spock?
SPOCK	A man must also have the power.
KIRK	In my cabin is a device that will make you invincible.
SPOCK	Indeed?
KIRK	What will it be? Past or future? Tyranny or freedom? It's up to you.
SPOCK	It is time.
KIRK	In every revolution, there's one man with a vision.
SPOCK	Captain Kirk, I shall consider it.
KIRK	Spock.
SPOCK	Welcome home, Captain.
KIRK	What I don't understand is how were you able to identify our counterparts so quickly?
SPOCK	It was far easier for you as civilised men to behave like barbarians, than it was for them to behave like civilised men. I assume they returned to their Enterprise at the same time you appeared here.
KIRK	Probably. However, that Jim Kirk will find a few changes, if I read my Spocks correctly.
MCCOY	Jim, I think I liked him with a beard better. It gave him character. Of course almost any change would be a distinct improvement.
KIRK	What worries me is the easy way his counterpart fitted into that other universe. I always thought Spock was a bit of a pirate at heart.
SPOCK	Indeed, gentlemen. May I point out that I had an opportunity to observe your counterparts here quite closely. They were brutal, savage, unprincipled, uncivilised, treacherous, In every way, splendid examples of homo sapiens, the very flower of humanity. I found them quite refreshing.
KIRK	I'm not sure, but I think we've been insulted.
MCCOY	I'm sure.
MARLENA	Captain Kirk.
KIRK	Lieutenant, er, Lieutenant?
MARLENA	Marlena Moreau. I was just assigned last week.
KIRK	All right, Lieutenant. Carry on.
SPOCK	You've met her before, Captain?
KIRK	Uh, why do you ask?
SPOCK	Your reaction, One of recognition.
KIRK	Oh, no. No, no. We haven't met before, exactly. She just seemed a nice, likable girl. I think we could become friends. It's possible.
